Order Date,Year,Month,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity
6/6/2024,2024,June,Home Office,San Francisco,California,West,Office Supplies,Storage,Sterilite Show Offs Storage Containers,"31,68",5
6/8/2024,2024,June,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,"1,95",2
6/8/2024,2024,June,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,"28,51",3
6/8/2024,2024,June,Corporate,Dallas,Texas,Central,Office Supplies,Paper,Easy-staple paper,"102,07",3
6/8/2024,2024,June,Corporate,Dallas,Texas,Central,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,"457,89",3
6/8/2024,2024,June,Consumer,Norwich,Connecticut,East,Office Supplies,Binders,Wilson Jones Impact Binders,"12,43",2
6/8/2024,2024,June,Consumer,Skokie,Illinois,Central,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","14,61",4
6/8/2024,2024,June,Home Office,Los Angeles,California,West,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","1797,2",2
6/8/2024,2024,June,Home Office,Los Angeles,California,West,Technology,Phones,Shocksock Galaxy S4 Armband,"21,02",2
6/8/2024,2024,June,Consumer,Glendale,Arizona,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,"107,45",7
6/8/2024,2024,June,Consumer,Glendale,Arizona,West,Office Supplies,Storage,Rogers Deluxe File Chest,"42,2",2
6/8/2024,2024,June,Consumer,Glendale,Arizona,West,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,"87,11",2
6/9/2024,2024,June,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,"28,77",3
6/9/2024,2024,June,Home Office,Chicago,Illinois,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","130,71",1
6/9/2024,2024,June,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","43,62",8
6/9/2024,2024,June,Corporate,Dallas,Texas,Central,Office Supplies,Storage,Standard Rollaway File with Lock,"864,91",5
6/9/2024,2024,June,Consumer,Salem,Virginia,South,Office Supplies,Paper,Easy-staple paper,"58,94",4
6/10/2024,2024,June,Home Office,Los Angeles,California,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,"35,52",2
6/10/2024,2024,June,Home Office,Los Angeles,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,617,5
6/10/2024,2024,June,Home Office,Los Angeles,California,West,Technology,Phones,iHome FM Clock Radio with Lightning Dock,"335,95",5
6/10/2024,2024,June,Consumer,Rochester Hills,Michigan,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,"159,02",4
6/10/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 351,"19,68",5
6/10/2024,2024,June,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","48,04",6
6/10/2024,2024,June,Corporate,Jacksonville,Florida,South,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl","1617,02",8
6/10/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Art,Prang Dustless Chalk Sticks,"10,08",5
6/10/2024,2024,June,Consumer,Seattle,Washington,West,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","106,53",3
6/10/2024,2024,June,Consumer,Seattle,Washington,West,Office Supplies,Labels,Avery 512,"13,87",4
6/10/2024,2024,June,Consumer,Seattle,Washington,West,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,"18,7",1
6/10/2024,2024,June,Corporate,Thousand Oaks,California,West,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2","17,64",7
6/10/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,"16,96",3
6/11/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","147,56",3
6/11/2024,2024,June,Home Office,Peoria,Arizona,West,Furniture,Chairs,Global Leather Executive Chair,"336,95",1
6/11/2024,2024,June,Home Office,Peoria,Arizona,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black","82,14",4
6/11/2024,2024,June,Home Office,Peoria,Arizona,West,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,"105,65",5
6/11/2024,2024,June,Home Office,Peoria,Arizona,West,Office Supplies,Art,Newell 319,"19,05",1
6/11/2024,2024,June,Home Office,Peoria,Arizona,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,"258,71",3
6/11/2024,2024,June,Home Office,Auburn,Alabama,South,Office Supplies,Art,"OIC #2 Pencils, Medium Soft","4,51",2
6/11/2024,2024,June,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1939,"45,53",2
6/11/2024,2024,June,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","21,95",6
6/11/2024,2024,June,Consumer,Seattle,Washington,West,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,"462,96",5
6/11/2024,2024,June,Consumer,Seattle,Washington,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black","123,55",2
6/11/2024,2024,June,Consumer,Seattle,Washington,West,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,"209,3",3
6/11/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,"73,73",3
6/11/2024,2024,June,Consumer,Hickory,North Carolina,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","5,49",4
6/12/2024,2024,June,Home Office,Columbus,Georgia,South,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,"109,44",3
6/12/2024,2024,June,Home Office,Columbus,Georgia,South,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables","543,53",3
6/12/2024,2024,June,Consumer,New York City,New York,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format","22,85",4
6/12/2024,2024,June,Consumer,New York City,New York,East,Office Supplies,Binders,Angle-D Ring Binders,"15,75",3
6/12/2024,2024,June,Consumer,New York City,New York,East,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,"76,97",3
6/12/2024,2024,June,Consumer,New York City,New York,East,Furniture,Chairs,Safco Contoured Stacking Chairs,"1029,89",4
6/12/2024,2024,June,Consumer,Saint Petersburg,Florida,South,Furniture,Furnishings,Dana Swing-Arm Lamps,"20,51",2
6/12/2024,2024,June,Consumer,Marion,Ohio,East,Technology,Accessories,Microsoft Sculpt Comfort Mouse,"76,7",2
6/12/2024,2024,June,Consumer,Kent,Washington,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,"86,37",3
6/12/2024,2024,June,Consumer,Kent,Washington,West,Office Supplies,Paper,Xerox 203,"23,33",3
6/12/2024,2024,June,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak","10,63",3
6/13/2024,2024,June,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black","197,68",4
6/13/2024,2024,June,Home Office,Chicago,Illinois,Central,Furniture,Chairs,Global Super Steno Chair,"564,36",7
6/13/2024,2024,June,Home Office,Chicago,Illinois,Central,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,"57,58",2
6/13/2024,2024,June,Consumer,Springfield,Virginia,South,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,"218,23",7
6/13/2024,2024,June,Home Office,Seattle,Washington,West,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki","349,36",4
6/15/2024,2024,June,Consumer,San Francisco,California,West,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"57,57",3
6/15/2024,2024,June,Consumer,Quincy,Illinois,Central,Office Supplies,Art,Newell 331,"23,47",5
6/15/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","5,11",1
6/15/2024,2024,June,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Labels,Avery 490,"53,28",3
6/15/2024,2024,June,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray","101,46",5
6/15/2024,2024,June,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Paper,Xerox 1992,"21,53",3
6/15/2024,2024,June,Corporate,Los Angeles,California,West,Technology,Phones,Panasonic KX T7736-B Digital phone,"143,95",1
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Technology,Phones,HTC One,"287,97",3
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Furniture,Furnishings,Staple-based wall hangings,"37,4",4
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","145,15",2
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),"2687,92",8
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Office Supplies,Appliances,Staple holder,"91,93",8
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand","171,33",1
6/15/2024,2024,June,Corporate,Nashville,Tennessee,South,Office Supplies,Paper,Xerox 1955,"109,63",5
6/15/2024,2024,June,Consumer,Monroe,North Carolina,South,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,"838,02",3
6/15/2024,2024,June,Consumer,Monroe,North Carolina,South,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,"93,27",2
6/16/2024,2024,June,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack","16,82",3
6/16/2024,2024,June,Consumer,Florence,Kentucky,South,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black","362,35",2
6/16/2024,2024,June,Consumer,Florence,Kentucky,South,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum","216,79",3
6/16/2024,2024,June,Consumer,Florence,Kentucky,South,Technology,Phones,Pyle PMP37LED,"230,38",2
6/16/2024,2024,June,Consumer,Florence,Kentucky,South,Technology,Phones,Clarity 53712,"79,19",1
6/16/2024,2024,June,Consumer,San Francisco,California,West,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,"1455,55",7
6/16/2024,2024,June,Consumer,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","22,25",2
6/16/2024,2024,June,Home Office,Carlsbad,New Mexico,West,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,"20,02",2
6/16/2024,2024,June,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,Xerox 215,"23,33",3
6/16/2024,2024,June,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,Xerox 1885,"230,59",4
6/16/2024,2024,June,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,"7,12",7
6/16/2024,2024,June,Consumer,Dublin,Ohio,East,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,"575,94",6
6/16/2024,2024,June,Consumer,Dublin,Ohio,East,Office Supplies,Art,Newell 330,"28,7",5
6/17/2024,2024,June,Consumer,San Francisco,California,West,Office Supplies,Binders,Trimflex Flexible Post Binders,"61,57",3
6/17/2024,2024,June,Consumer,Olympia,Washington,West,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","186,3",3
6/17/2024,2024,June,Consumer,Olympia,Washington,West,Office Supplies,Storage,Project Tote Personal File,"16,84",1
6/17/2024,2024,June,Corporate,Skokie,Illinois,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","14,67",2
6/17/2024,2024,June,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,Avery Durable Binders,"2,76",4
6/17/2024,2024,June,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,Fellowes Binding Cases,"11,23",4
6/17/2024,2024,June,Consumer,Commerce City,Colorado,West,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,"175,62",3
6/17/2024,2024,June,Home Office,New York City,New York,East,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,"4085,4",5
6/17/2024,2024,June,Home Office,New York City,New York,East,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,"121,61",3
6/18/2024,2024,June,Consumer,Los Angeles,California,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish","1101,51",9
6/18/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1930,"46,66",6
6/18/2024,2024,June,Home Office,Corpus Christi,Texas,Central,Office Supplies,Paper,Xerox 1925,"89,22",3
6/19/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1943,"117,38",2
6/19/2024,2024,June,Corporate,New York City,New York,East,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,"123,74",8
6/19/2024,2024,June,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,Fiskars Spring-Action Scissors,"13,42",1
6/19/2024,2024,June,Consumer,Dallas,Texas,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,"184,3",2
6/19/2024,2024,June,Consumer,Houston,Texas,Central,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter","2,72",1
6/19/2024,2024,June,Consumer,Houston,Texas,Central,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,"0,53",1
6/19/2024,2024,June,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 1982,"175,41",8
6/19/2024,2024,June,Corporate,Newark,Ohio,East,Furniture,Chairs,Global Ergonomic Managers Chair,"912,14",6
6/19/2024,2024,June,Corporate,Newark,Ohio,East,Furniture,Furnishings,Contemporary Wood/Metal Frame,"46,54",3
6/19/2024,2024,June,Corporate,Newark,Ohio,East,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","146,79",9
6/19/2024,2024,June,Home Office,Dallas,Texas,Central,Office Supplies,Binders,GBC Plasticlear Binding Covers,"8,27",3
6/19/2024,2024,June,Home Office,Dallas,Texas,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","548,98",3
6/19/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,"155,16",2
6/19/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,"13,88",3
6/19/2024,2024,June,Consumer,San Francisco,California,West,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size","60,38",4
6/19/2024,2024,June,Consumer,San Francisco,California,West,Office Supplies,Paper,Xerox 1907,"29,47",2
6/20/2024,2024,June,Consumer,Belleville,New Jersey,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,"287,96",3
6/20/2024,2024,June,Consumer,Belleville,New Jersey,East,Office Supplies,Labels,Avery 508,"11,78",2
6/20/2024,2024,June,Consumer,New Rochelle,New York,East,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,"179,94",5
6/20/2024,2024,June,Consumer,New Rochelle,New York,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,"61,57",3
6/20/2024,2024,June,Consumer,Parma,Ohio,East,Office Supplies,Paper,Xerox 203,"37,32",6
6/20/2024,2024,June,Consumer,Parma,Ohio,East,Office Supplies,Art,Newell 35,"6,3",2
6/20/2024,2024,June,Consumer,Miami,Florida,South,Office Supplies,Storage,Plastic Stacking Crates & Casters,"5,36",1
6/20/2024,2024,June,Consumer,Richmond,Virginia,South,Office Supplies,Paper,Xerox 230,"38,88",5
6/20/2024,2024,June,Consumer,Richmond,Virginia,South,Technology,Phones,BlackBerry Q10,"604,75",4
6/21/2024,2024,June,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke","21,5",5
6/21/2024,2024,June,Consumer,Cleveland,Ohio,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,"49,51",6
6/21/2024,2024,June,Home Office,Wheeling,West Virginia,East,Office Supplies,Binders,Ibico Standard Transparent Covers,"98,88",5
6/21/2024,2024,June,Home Office,Wheeling,West Virginia,East,Office Supplies,Binders,Zipper Ring Binder Pockets,"7,49",2
6/21/2024,2024,June,Home Office,Wheeling,West Virginia,East,Office Supplies,Paper,Xerox 1908,"537,41",8
6/22/2024,2024,June,Consumer,Miami,Florida,South,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2","45,13",3
6/22/2024,2024,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Plasticlear Binding Covers,"12,4",3
6/22/2024,2024,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,"37,39",5
6/22/2024,2024,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,"10,71",2
6/22/2024,2024,June,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,"3,64",3
6/22/2024,2024,June,Home Office,Detroit,Michigan,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","585,55",2
6/24/2024,2024,June,Consumer,Akron,Ohio,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,"26,09",3
6/24/2024,2024,June,Consumer,Huntington Beach,California,West,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,"115,1",8
6/24/2024,2024,June,Corporate,Pomona,California,West,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,"462,72",8
6/24/2024,2024,June,Corporate,Pomona,California,West,Office Supplies,Art,4009 Highlighters by Sanford,"42,98",9
6/24/2024,2024,June,Consumer,New York City,New York,East,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","332,03",3
6/24/2024,2024,June,Consumer,New York City,New York,East,Furniture,Chairs,Global Deluxe Office Fabric Chairs,"207,32",2
6/24/2024,2024,June,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"219,59",3
6/24/2024,2024,June,Corporate,Decatur,Illinois,Central,Office Supplies,Paper,Xerox 1971,"12,33",3
6/24/2024,2024,June,Consumer,San Francisco,California,West,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long","3,46",1
6/24/2024,2024,June,Consumer,Cranston,Rhode Island,East,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,"123,52",3
6/25/2024,2024,June,Home Office,Springfield,Oregon,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,"85,25",6
6/25/2024,2024,June,Home Office,Springfield,Oregon,West,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear","6,41",2
6/25/2024,2024,June,Home Office,Springfield,Oregon,West,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,"13,56",3
6/25/2024,2024,June,Consumer,Seattle,Washington,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","1045,68",4
6/25/2024,2024,June,Consumer,Bolingbrook,Illinois,Central,Technology,Phones,Geemarc AmpliPOWER60,"178,18",2
6/25/2024,2024,June,Consumer,New York City,New York,East,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,"480,94",1
6/26/2024,2024,June,Consumer,San Diego,California,West,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,"100,51",12
6/26/2024,2024,June,Home Office,Detroit,Michigan,Central,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","5,45",1
6/26/2024,2024,June,Home Office,Detroit,Michigan,Central,Office Supplies,Art,Fluorescent Highlighters by Dixon,"19,1",4
6/26/2024,2024,June,Home Office,Detroit,Michigan,Central,Technology,Phones,Nortel Networks T7316 E Nt8 B27,"652,7",8
6/26/2024,2024,June,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"631,74",5
6/26/2024,2024,June,Consumer,Denver,Colorado,West,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,"518,31",9
6/26/2024,2024,June,Consumer,New York City,New York,East,Technology,Phones,Mophie Juice Pack Helium for iPhone,"287,96",3
6/26/2024,2024,June,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Bose SoundLink Bluetooth Speaker,"429,84",3
6/26/2024,2024,June,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,"655,1",14
6/26/2024,2024,June,Corporate,Miami,Florida,South,Office Supplies,Labels,Avery 512,"16,65",6
6/26/2024,2024,June,Corporate,Miami,Florida,South,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,"328,26",3
6/26/2024,2024,June,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,"327,53",3
6/26/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Binders,GBC ProClick Punch Binding System,"122,84",2
6/26/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,"34,08",5
6/26/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand","856,66",4
6/26/2024,2024,June,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1991,"82,22",3
6/27/2024,2024,June,Home Office,Watertown,New York,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set","229,98",3
6/27/2024,2024,June,Consumer,Omaha,Nebraska,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","24,08",3
6/27/2024,2024,June,Corporate,Seattle,Washington,West,Office Supplies,Paper,Xerox 1997,"23,33",3
6/27/2024,2024,June,Corporate,Seattle,Washington,West,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,"151,56",3
6/27/2024,2024,June,Corporate,Seattle,Washington,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,"1544,94",5
6/29/2024,2024,June,Corporate,Anaheim,California,West,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"1554,94",2
6/29/2024,2024,June,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'","435,53",3
6/29/2024,2024,June,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,"13,85",2
6/29/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,"375,06",9
6/29/2024,2024,June,Corporate,Mesquite,Texas,Central,Office Supplies,Paper,Xerox 218,"6,22",1
6/29/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,"1075,1",5
6/29/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black","156,85",3
6/29/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 328,"14,02",2
6/29/2024,2024,June,Consumer,Los Angeles,California,West,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,"74,77",3
6/29/2024,2024,June,Corporate,Milford,Connecticut,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty","766,58",9
6/29/2024,2024,June,Corporate,Milford,Connecticut,East,Office Supplies,Supplies,Acme Box Cutter Scissors,"36,83",3
6/29/2024,2024,June,Corporate,Milford,Connecticut,East,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","30,19",2
6/29/2024,2024,June,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,"25,67",2
6/29/2024,2024,June,Consumer,Dallas,Texas,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,"368,78",3
6/29/2024,2024,June,Consumer,Dallas,Texas,Central,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,492,3
6/30/2024,2024,June,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,Tuf-Vin Binders,"90,95",3
6/30/2024,2024,June,Consumer,New York City,New York,East,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"1253,56",5
6/30/2024,2024,June,Consumer,New York City,New York,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,"298,28",7
6/30/2024,2024,June,Consumer,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 14""","26,68",1
6/30/2024,2024,June,Home Office,Chicago,Illinois,Central,Technology,Phones,Samsung Galaxy S4,"1201,9",2
6/30/2024,2024,June,Home Office,Chicago,Illinois,Central,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,"682,87",3
6/30/2024,2024,June,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock","17,07",2
6/30/2024,2024,June,Corporate,Memphis,Tennessee,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"23,42",2
6/30/2024,2024,June,Consumer,Los Angeles,California,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish","523,2",3
6/30/2024,2024,June,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1919,"245,94",5
6/30/2024,2024,June,Corporate,Mount Vernon,New York,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts","1302,5",7
7/1/2024,2024,July,Home Office,Indianapolis,Indiana,Central,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B","532,7",4
7/1/2024,2024,July,Home Office,Indianapolis,Indiana,Central,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,"203,99",1
7/1/2024,2024,July,Home Office,Indianapolis,Indiana,Central,Office Supplies,Paper,Xerox 226,"31,1",4
7/2/2024,2024,July,Home Office,Houston,Texas,Central,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","196,75",5
7/2/2024,2024,July,Home Office,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,"6,28",4
7/3/2024,2024,July,Consumer,Columbus,Georgia,South,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black","28,79",1
7/3/2024,2024,July,Consumer,Columbus,Georgia,South,Technology,Phones,Pyle PMP37LED,"345,56",3
7/3/2024,2024,July,Corporate,Burlington,North Carolina,South,Office Supplies,Art,4009 Highlighters by Sanford,"11,46",3
